"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL454580";"GARCINONE E";"None";"464.56";"1";"6.29";"4";"CC(C)=CCc1c(O)cc2oc3c(CC=C(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O";"Activity";"'='";"23.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL937818";"Inhibition of aromatase in human placental microsomes at 20 ug/ml relative to control";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155025";"1";"Scientific Literature";"J Nat Prod";"2008";"None";"";"";"";"23.9"
"CHEMBL2011430";"";"None";"275.76";"0";"3.71";"35";"Clc1ncc(Cn2ccnc2)cc1-c1cccs1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2015360";"Inhibition of human recombinant CYP19 expressed in Escherichia coli using [1beta-3H]androstenedione as substrate at 0.5 uM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010745";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"10.0"
"CHEMBL2011434";"";"None";"225.25";"0";"2.59";"39";"c1coc(-c2ccc(Cn3ccnc3)cn2)c1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2015360";"Inhibition of human recombinant CYP19 expressed in Escherichia coli using [1beta-3H]androstenedione as substrate at 0.5 uM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010745";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"10.0"
"CHEMBL9687";"";"None";"254.28";"0";"3.40";"7-methoxyflavanone";"COc1ccc2c(c1)OC(c1ccccc1)CC2=O";"Activity";"'='";"0.7";"";"";"";"";"";"";"";"";"";"0";"CHEMBL932216";"Inhibition of human aromatase in placental microsomes relative to aminogluthetimide";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143207";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"0.7"
"CHEMBL252642";"LIQUIRTIGENIN";"None";"256.26";"0";"2.80";"Table 3, R5C2";"O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21";"Activity";"'='";"2.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL932216";"Inhibition of human aromatase in placental microsomes relative to aminogluthetimide";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143207";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"2.5"
"CHEMBL256407";"";"None";"270.28";"0";"3.11";"Table 3, R4C1";"COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O";"Activity";"'='";"1.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL932216";"Inhibition of human aromatase in placental microsomes relative to aminogluthetimide";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143207";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"1.5"
"CHEMBL374535";"";"None";"386.43";"0";"3.72";"3c";"CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL919503";"Inhibition of aromatase in JAR cells by tritiated water release assay at 15 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142944";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307657";"";"";"";"50.0"
"CHEMBL373377";"";"None";"412.47";"0";"4.24";"11c";"CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1)S(C)(=O)=O";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL919503";"Inhibition of aromatase in JAR cells by tritiated water release assay at 15 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142944";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307657";"";"";"";"50.0"
"CHEMBL5567780";"";"None";"415.49";"1";"5.18";"5d";"CCOC(=O)C(=O)Nc1ccc(/C(=C(/C)c2ccc(OC)cc2)c2ccccc2)cc1";"Ka";"'='";"4.5";"10^4/M";"";"";"";"";"";"";"";"";"0";"CHEMBL5520001";"Binding affinity to human aromatase assessed as binding constant by Benesi-Hildebrand equation based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5518192";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"";"INHIBITOR";"";"4.5"
"CHEMBL1209557";"";"None";"269.37";"0";"1.74";"12";"CC(C)CC1n2cncc2CN(C2CC2)S1(=O)=O";"Inhibition";"'='";"9.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1211865";"Inhibition of human CYP19 at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208751";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"9.0"
"CHEMBL1208801";"";"None";"365.89";"0";"3.74";"22";"C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(CC2CC2)S1(=O)=O";"Inhibition";"'='";"39.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1211865";"Inhibition of human CYP19 at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208751";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"39.0"
"CHEMBL3623227";"";"None";"294.33";"0";"4.14";"64";"Fc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"25.10";"0.46";"3.25";"27.31";"0";"CHEMBL3624600";"Inhibition of human placental aromatase using [1,2,6,7-3H] androstenedione as substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621095";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"0.041"
"CHEMBL934";"METYRAPONE";"4.0";"226.28";"0";"2.64";"MTP";"CC(C)(C(=O)c1cccnc1)c1cccnc1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1656356";"Inhibition of human placental microsomes CYP19 at 500 nM using androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649094";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"Not active";""
"CHEMBL29523";"";"None";"334.42";"0";"3.69";"12";"COc1ccc(C(O)(c2cncnc2)c2ccc(C)c(C)c2)cc1C";"EC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"17.50";"0.32";"2.16";"10.60";"0";"CHEMBL664333";"In vitro inhibition of cytochrome P450 19A1 by rat ovarian microsomes incubated with [3H]androstenedione and NADPH-generating system.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3859";"Aromatase";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1123802";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"1.4"
"CHEMBL174909";"";"None";"258.32";"0";"1.70";"9e";"CCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"34.16";"0.63";"7.12";"13.92";"0";"CHEMBL662252";"Apparent inhibition constant (Ki) for cytochrome P450 19A1 with androstenedione";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124116";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"0.0015"
"CHEMBL274387";"";"None";"274.30";"0";"1.75";"10";"CC(C)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL861888";"Inhibition of aromatase activity in human placental microsomes at 5 uM";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138124";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"Not active";""
"CHEMBL202470";"";"None";"372.49";"0";"4.12";"23";"CCCCCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL861888";"Inhibition of aromatase activity in human placental microsomes at 5 uM";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138124";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"Not active";""
"CHEMBL1096439";"";"None";"326.35";"0";"3.18";"TM-7";"COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)OC2)cc1";"IC50";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"25.01";"0.46";"4.98";"15.12";"0";"CHEMBL1105634";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157768";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"6.9"
"CHEMBL377626";"";"None";"357.37";"0";"3.59";"2c";"COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"16.08";"0.29";"2.15";"7.09";"0";"CHEMBL870913";"Inhibition of CYP19";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138935";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"1.8"
"CHEMBL157925";"";"None";"227.22";"0";"1.43";"22k";"O=c1ccoc2cc(Cn3cnnc3)ccc12";"Inhibition";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL661752";"Inhibition of aromatase (P450) from human placental microsomes at a concentration of 25 uM";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134355";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"85.0"
"CHEMBL23365";"";"None";"253.34";"0";"3.44";"19";"COc1ccc2c(c1)CC(Cc1ccncc1)CC2";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"21.18";"0.39";"1.93";"24.26";"0";"CHEMBL660330";"Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"4.3"
"CHEMBL291279";"";"None";"362.54";"0";"4.75";"19";"COCSC1=C2CCC3C(CC[C@]4(C)C(=O)CCC34)[C@@]2(C)CCC1=O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"13.79";"0.27";"0.25";"11.53";"0";"CHEMBL664248";"Inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"10.0"
"CHEMBL24115";"";"None";"239.32";"0";"3.05";"12";"COc1cccc2c1CC(Cc1ccncc1)C2";"Relative potency";"'='";"5.8";"";"";"";"";"";"";"";"";"";"0";"CHEMBL666307";"Potency relative to AG(IC50 37 uM)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"5.8"
"CHEMBL188664";"";"None";"451.55";"1";"6.73";"3j";"O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"14.79";"0.28";"-0.05";"12.76";"0";"CHEMBL877007";"Inhibitory concentration against human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"0.21"
"CHEMBL188664";"";"None";"451.55";"1";"6.73";"3j";"O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12";"Log IC50";"'='";"2.33";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL835255";"Inhibitory concentration against human placental aromatase as logIC50";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"2.33"
"CHEMBL188664";"";"None";"451.55";"1";"6.73";"3j";"O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12";"Ratio";"'='";"1.69";"";"";"";"";"";"";"";"";"";"0";"CHEMBL831759";"Ratio of apparent Ki and Km value against human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"1.69"
"CHEMBL288093";"";"None";"251.29";"0";"2.91";"(E)-2";"COc1cccc2c1C/C(=C\c1ccncc1)C2=O";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"18.46";"0.33";"1.73";"11.84";"0";"CHEMBL660330";"Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"23.0"
"CHEMBL95919";"";"None";"292.34";"0";"3.70";"B";"Oc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"25.31";"0.46";"3.70";"15.65";"1";"CHEMBL832321";"In vitro inhibition of [1,2,6,7-3H]androstenedione binding to Aromatase of human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137911";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.04"
"CHEMBL185809";"";"None";"375.45";"1";"5.16";"3e";"COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccncc3)oc2c1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"15.44";"0.29";"0.64";"11.08";"0";"CHEMBL877007";"Inhibitory concentration against human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"1.6"
"CHEMBL186626";"";"None";"326.37";"0";"4.15";"4a";"C=CCSc1oc2cc(O)ccc2c(=O)c1-c1ccc(O)cc1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL827982";"Inhibitory concentration against human aromatase; ND=not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";""
"CHEMBL184749";"";"None";"361.42";"0";"4.85";"4d";"O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(O)ccc12";"Log IC50";"'='";"2.79";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL835255";"Inhibitory concentration against human placental aromatase as logIC50";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"2.79"
"CHEMBL131921";"BIOCHANIN";"None";"284.27";"0";"2.88";"BCA";"COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1";"Ki";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"17.31";"0.32";"2.04";"6.16";"0";"CHEMBL827396";"Apparent Ki against human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"12.0"
"CHEMBL25695";"";"None";"328.50";"1";"5.11";"6c";"CCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12";"Ki";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"24.88";"0.47";"3.06";"23.94";"0";"CHEMBL664892";"Binding affinity for human placental microsome aromatase Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127822";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"6.7"
"CHEMBL336387";"";"None";"394.58";"1";"6.21";"3";"CC12CCC3C(CCC4=C(Sc5ccccc5)C(=O)CCC43C)C1CCC2=O";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"17.03";"0.33";"0.51";"19.69";"0";"CHEMBL660333";"Inhibition of Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128638";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"0.19"
"CHEMBL67456";"";"None";"306.47";"0";"3.54";"1";"C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43S)C1CC[C@@H]2O";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"22.84";"0.46";"3.46";"18.77";"0";"CHEMBL763995";"Binding affinity(KI) for formation of reversible enzyme-ligand complex with human placental aromatase (PL2)";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124325";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"100.0"
"CHEMBL353627";"";"None";"316.44";"0";"4.06";"12";"COC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O";"Inhibition";"'='";"28.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL661749";"Percent inhibition of human placental Cytochrome P450 19A1 at 6:1 inhibitor: androstenedione (0.7 uM) ratio";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123074";"1";"Scientific Literature";"J Med Chem";"1985";"None";"";"";"";"28.0"
"CHEMBL353627";"";"None";"316.44";"0";"4.06";"12";"COC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O";"Inhibition";"'='";"51.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL664418";"Percent inhibition of human placental Cytochrome P450 19A1 at 6:1 inhibitor: androstenedione (0.7 uM) ratio";"B";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL3859";"Aromatase";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1123074";"1";"Scientific Literature";"J Med Chem";"1985";"None";"";"";"";"51.0"
"CHEMBL488";"AMINOGLUTETHIMIDE";"4.0";"232.28";"0";"1.35";"AG (aminoglutethimide)";"CCC1(c2ccc(N)cc2)CCC(=O)NC1=O";"IC50";"'='";"18500.0";"nM";"4.73";"";"";"UO_0000065";"20.38";"0.38";"3.38";"6.56";"0";"CHEMBL662435";"Inhibition of Human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128393";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"18.5"
"CHEMBL422337";"";"None";"424.61";"1";"6.22";"13";"COc1ccc(SC2=C3CCC4C5CCC(=O)C5(C)CCC4C3(C)CCC2=O)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL657131";"Inhibition of Cytochrome P450 19A1 at the concentration of 0.75 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123161";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"0.0"
"CHEMBL164462";"";"None";"342.44";"0";"3.75";"18";"CC(=O)OC1=C2C=CC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O";"Inhibition";"'='";"63.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL664417";"Percent inhibition of human placental Cytochrome P450 19A1 at 3:1 inhibitor: androstenedione (0.7 uM) ratio";"B";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL3859";"Aromatase";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1123074";"1";"Scientific Literature";"J Med Chem";"1985";"None";"";"";"";"63.0"
"CHEMBL2163638";"";"None";"295.39";"0";"2.96";"3";"CC(C)C(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1";"IC50";"'>'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169291";"Inhibition of human placental CYP19 using androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163333";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"500.0"
"CHEMBL1078534";"ANDROSTENEDONE";"None";"284.40";"0";"3.86";"65; 78, 207, 208";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"829.85";"nM";"6.08";"";"";"UO_0000065";"21.38";"0.40";"2.22";"17.81";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"6.081"
"CHEMBL5285813";"";"None";"458.56";"1";"6.97";"71";"C[C@]12C[C@@H](CCc3ccc(C(F)(F)F)cc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"46558.61";"nM";"4.33";"";"";"UO_0000065";"9.45";"0.18";"-2.64";"12.69";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"4.332"
"CHEMBL185950";"";"None";"377.42";"0";"4.56";"4f";"O=c1c(-c2ccc(O)cc2)c(SCc2ccncc2)oc2cc(O)ccc12";"Ki";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"17.25";"0.33";"1.95";"7.79";"0";"CHEMBL827396";"Apparent Ki against human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138663";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"0.31"
